X,Y,Stock,X1,Y1
-1.5968002003,0,BRKS,-0.0856,1.0328437937
-1.5851300452,0,BSX,-0.149,1.0686874167
-1.5734598901,0,C,-0.2089,1.0713289439
-1.5729,0,NA,NA,NA
-1.561789735,0,CACI,-0.6171,0.5822844669
-1.5614,9.74684244936397E-06,NA,NA,NA
-1.5537,0.0002023153,NA,NA,NA
-1.5501195799,0.0002918577,CAG,-0.0076,0.9442359291
-1.5384494249,0.0007011117,CAH,-0.142,1.0663296491
-1.5267792698,0.0011549766,CAT,-0.316,1.0085294969
-1.5151091147,0.0016569001,CB,-0.3449,0.9790943119
-1.509,0.0019469399,NA,NA,NA
-1.5034389596,0.002210959,CBOE,-0.1425,1.0664980611
-1.4917688045,0.0028213872,CBRE,-0.6973,0.4659638312
-1.4800986495,0.0034924187,CDW,-0.8024,0.3330427679
-1.4684284944,0.0042284133,CDW,-0.3416,0.9826661889
-1.4567583393,0.005034234,CE,-0.3432,0.9809343697
-1.4450881842,0.0059148691,CERN,-0.1365,1.0643248816
-1.4334180292,0.0068753075,CF,-0.0593,1.0081780783
-1.4217478741,0.0079205376,CFG,-0.2018,1.0724399638
-1.417,0.0083823317,NA,NA,NA
-1.410077719,0.009055616,CGNX,-0.6401,0.5478220231
-1.3984075639,0.0102858714,CHD,-0.4547,0.833875983
-1.3867374088,0.0116167002,CLDR,-0.6644,0.5123277729
-1.3750672538,0.0130534991,CLX,0.5472,0.121829094
-1.3633970987,0.014601698,CMA,-0.2491,1.0570991026
-1.3517269436,0.0162668619,CMCSA,-0.0044,0.9396305387
-1.3400567885,0.0180545889,CME,-0.3427,0.9814755632
-1.3283866334,0.0199704774,CMG,-0.0653,1.0143112015
-1.3186,0.021689371,NA,NA,NA
-1.3167164784,0.0220201868,CMI,-0.18,1.0736321337
-1.3050463233,0.0242096204,CMS,-0.1235,1.0583672268
-1.2943,0.0263598896,NA,NA,NA
-1.2933761682,0.0265447424,CNC,-0.1632,1.0719561371
-1.2817060131,0.0290315171,CNP,-0.353,0.9700378868
-1.2700358581,0.0316759088,COF,-0.1338,1.0631469485
-1.258365703,0.0344839403,COG,0.7077,0.0331884311
-1.2466955479,0.0374618686,COHR,-0.3565,0.9660433082
-1.2368,0.0401363787,NA,NA,NA
-1.2350253928,0.040616009,COO,-0.5766,0.6445686596
-1.2317,0.0415667875,NA,NA,NA
-1.2233552377,0.0439526771,COP,-0.2551,1.0540742184
-1.2125,0.0472320146,NA,NA,NA
-1.2116850827,0.0474781989,COST,-0.3574,0.9650161308
-1.2000149276,0.0511989439,COTY,-0.3019,1.0212182969
-1.1883447725,0.0551212919,COUP,0.3079,0.395940549
-1.1766746174,0.059251623,CPB,-0.4009,0.9104440172
-1.1650044623,0.0635962579,CPRI,-0.0451,0.9926312451
-1.1533343073,0.0681612797,CPRT,-0.0147,0.9540782292
-1.1416641522,0.0729527122,CREE,-0.3463,0.9775789702
-1.1299939971,0.0779765791,CRM,-0.7245,0.4292758618
-1.1244,0.0804990333,VMC,-0.1599,1.0713503734
-1.118323842,0.0832389042,CRM,-0.3084,1.0154614361
-1.106653687,0.08874561,CRUS,-0.0064,0.9425089077
-1.1065,0.08882142,NA,NA,NA
-1.1039,0.0901039368,NA,NA,NA
-1.0949835319,0.0945022139,CSCO,-0.1495,1.0688558287
-1.0939,0.0950603989,NA,NA,NA
-1.0833133768,0.1005141322,CSCO,-0.0636,1.0125734833
-1.0716432217,0.106786781,CSOD,-0.805,0.3300773828
-1.0599730666,0.113325479,CSX,-0.1061,1.0481748042
-1.0503,0.1189698291,NA,NA,NA
-1.0483029116,0.1201351541,CTAS,-0.08,1.0281807324
-1.0413,0.1243869406,NA,NA,NA
-1.0366327565,0.1272206367,CTSH,-0.1175,1.0551494739
-1.0249626014,0.1345867572,CTSH,-0.05,0.9980897683
-1.0171,0.1397417836,NA,NA,NA
-1.0132924463,0.1422381634,CTXS,0.5673,0.1071101236
-1.0016222912,0.1501787729,CTXS,1.3327,0
-0.9979,0.1528049303,NA,NA,NA
-0.9915,0.1573202694,NA,NA,NA
-0.9899521362,0.158412321,CVS,-0.0892,1.035841476
-0.9826,0.1637863157,NA,NA,NA
-0.9782819811,0.1669425427,CVX,-0.1164,1.0545595525
-0.9723,0.1714690177,NA,NA,NA
-0.966611826,0.1757731732,CXO,-0.0092,0.9465386243
-0.9596,0.1812615079,NA,NA,NA
-0.9549416709,0.1849077006,CYBR,-0.69,0.4760896952
-0.9535,0.1860739839,NA,NA,NA
-0.9432715159,0.1943486255,D,-0.0348,0.9802897372
-0.9316013608,0.2040982011,DAL,-0.049,0.996975784
-0.9212,0.2130648928,SYNA,-0.184,1.0738045823
-0.9212,0.2130648928,NA,NA,NA
-0.9199312057,0.2141586812,DBX,0.9174,0
-0.9123,0.2209419355,NA,NA,NA
-0.9082610506,0.2245320918,DD,-0.0957,1.0408309229
-0.8965908955,0.2352195498,DE,-0.0593,1.0081780783
-0.8906,0.2408676496,VRNS,-1.3186,0.021689371
-0.8849207405,0.2462219451,DFS,-0.0555,1.0042166821
-0.8803,0.2507033394,USB,-0.1752,1.0734251955
-0.8778,0.2531279477,NA,NA,NA
-0.8732505854,0.2575401672,DG,-0.124,1.0586353729
-0.872,0.2587869539,NA,NA,NA
-0.8633,0.2674605276,NA,NA,NA
-0.8615804303,0.2691748741,DGX,-0.5233,0.7281446615
-0.8612,0.269564457,NA,NA,NA
-0.8499102752,0.2811257971,DHI,-0.5287,0.7196595917
-0.8446,0.2867074904,UA,-0.3427,0.9814755632
-0.8382401202,0.2933924357,DHR,-0.105,1.047474641
-0.8318,0.3003356725,NA,NA,NA
-0.828,0.3044325371,NA,NA,NA
-0.8265699651,0.3059742896,DIOD,-0.1367,1.0644121359
-0.8228,0.3101404393,NA,NA,NA
-0.8165,0.3171025046,NA,NA,NA
-0.81489981,0.3188708582,DIS,-0.0033,0.9380474357
-0.8139,0.320002637,NA,NA,NA
-0.8101,0.3243042139,TSN,-0.2431,1.0600936217
-0.8099,0.3245306127,NA,NA,NA
-0.8075,0.3272473981,NA,NA,NA
-0.805,0.3300773828,NA,NA,NA
-0.8037,0.3315489749,NA,NA,NA
-0.8037,0.3315489749,NA,NA,NA
-0.8032296549,0.3320814027,DISCA,-0.1942,1.0733418602
-0.8024,0.3330427679,WK,-0.3846,0.9318423594
-0.7985,0.3375619047,NA,NA,NA
-0.7915594998,0.3456042303,DISCK,-0.0876,1.0345091727
-0.7896,0.3479269169,TXT,-0.353,0.9700378868
-0.7798893448,0.3594374098,DISH,-0.1028,1.0460525167
-0.7705,0.3708151813,NA,NA,NA
-0.7702,0.3711787137,NA,NA,NA
-0.7692,0.3723904886,NA,NA,NA
-0.7682191897,0.3735790098,DLB,-0.1929,1.0734094586
-0.7681,0.3737265677,NA,NA,NA
-0.7615,0.3818974247,NA,NA,NA
-0.7565490346,0.3880267626,DLR,-0.1594,1.0712313987
-0.7462,0.4011072464,NA,NA,NA
-0.7448788795,0.4027770538,DLTR,-0.2698,1.0452510712
-0.7436,0.4044261924,NA,NA,NA
-0.736,0.4142265316,NA,NA,NA
-0.7332087244,0.4178259326,DOCU,0.7168,0.0299086594
-0.7245,0.4292758618,NA,NA,NA
-0.7215385694,0.4331694482,DOV,-0.5342,0.7110173911
-0.7194,0.4360342793,SAIC,-0.736,0.4142265316
-0.7181,0.4377757615,SLAB,-0.0882,1.0350087864
-0.7098684143,0.4488028078,DOX,-0.9212,0.2130648928
-0.7082,0.4510780892,NA,NA,NA
-0.7006,0.4614425044,NA,NA,NA
-0.6981982592,0.4647178517,DRI,-0.0381,0.9842559333
-0.6973,0.4659638312,WIX,-0.1393,1.0654202245
-0.69,0.4760896952,NA,NA,NA
-0.6887,0.4778929313,NA,NA,NA
-0.6874,0.4796961674,NA,NA,NA
-0.6865281041,0.4809055782,DSGX,-0.9723,0.1714690177
-0.6748579491,0.4973569858,DTE,-0.297,1.0252413596
-0.6669,0.5087489672,NA,NA,NA
-0.6644,0.5123277729,TTEC,-0.8228,0.3101404393
-0.6644,0.5123277729,WU,-0.279,1.0390901168
-0.663187794,0.5140630729,DUK,-0.1637,1.0720260462
-0.6614,0.5166597939,NA,NA,NA
-0.6609,0.5173860299,NA,NA,NA
-0.6555,0.5252293796,NA,NA,NA
-0.6555,0.5252293796,NA,NA,NA
-0.6515176389,0.5310136483,DVA,-0.0631,1.0120623897
-0.6414,0.5459082398,NA,NA,NA
-0.6401,0.5478220231,WRK,-0.0941,1.0396542257
-0.6398474838,0.5481937626,DVN,-0.3492,0.974374858
-0.6337,0.5573561384,NA,NA,NA
-0.6281773287,0.5655872767,DXC,-0.8075,0.3272473981
-0.6171,0.5822844669,VSH,-1.2943,0.0263598896
-0.6165071737,0.5831780518,DXC,-0.3438,0.9802849376
-0.6125,0.5892799875,SWKS,-0.0716,1.0204138193
-0.6103,0.592630044,ROST,-0.1278,1.0605293194
-0.6048370186,0.6009488152,EA,-0.0283,0.9720849305
-0.5935,0.6183659598,NA,NA,NA
-0.5931668635,0.6188777598,EBAY,-0.2687,1.0459791216
-0.5907,0.6226962076,NA,NA,NA
-0.5858,0.6302808974,NA,NA,NA
-0.5837,0.6335314788,TSCO,-0.4003,0.9112481284
-0.5814967084,0.6369419447,ECL,-0.2377,1.0623332921
-0.5788,0.6411421185,NA,NA,NA
-0.5766,0.6445686596,NA,NA,NA
-0.575,0.6470606895,NA,NA,NA
-0.5711,0.6531350123,NA,NA,NA
-0.5698265533,0.6551184293,ED,-0.0141,0.9532594617
-0.5624,0.6667412781,STE,-0.3753,0.9435247829
-0.5624,0.6667412781,NA,NA,NA
-0.5586,0.6726884279,NA,NA,NA
-0.5581563983,0.6733826821,EEFT,-0.8037,0.3315489749
-0.5545,0.6791229089,TJX,-0.3634,0.9579665086
-0.5483,0.688856369,NA,NA,NA
-0.5464862432,0.6917038092,EFX,-0.2154,1.0697864154
-0.544,0.6956121906,NA,NA,NA
-0.5429,0.6973413937,NA,NA,NA
-0.5348160881,0.7100493261,EIX,-0.2214,1.0682122032
-0.5342,0.7110173911,NA,NA,NA
-0.5287,0.7196595917,NA,NA,NA
-0.5277,0.721230901,NA,NA,NA
-0.5251,0.7253163049,NA,NA,NA
-0.5233,0.7281446615,NA,NA,NA
-0.523145933,0.7283867483,EL,-0.3601,0.961915941
-0.5149,0.7413149863,NA,NA,NA
-0.5129,0.7444506504,NA,NA,NA
-0.511475778,0.7466835913,EMN,-0.2943,1.0274388892
-0.5059,0.7553898734,NA,NA,NA
-0.4998056229,0.7649059206,EMR,-0.2693,1.0455820032
-0.4961,0.7706557774,NA,NA,NA
-0.4955,0.7715867717,NA,NA,NA
-0.4928,0.7757762465,NA,NA,NA
-0.4881354678,0.7830140019,ENPH,2.0124,0.0029927229
-0.4874,0.7841454004,NA,NA,NA
-0.483,0.7909140899,VRNT,-1.509,0.0019469399
-0.4776,0.799221118,NA,NA,NA
-0.4764653127,0.8009666512,ENTG,-0.2313,1.0649758801
-0.474,0.8047176017,NA,NA,NA
-0.4721,0.8076084341,SPGI,-0.1001,1.0440668402
-0.4721,0.8076084341,NA,NA,NA
-0.4716,0.8083691795,NA,NA,NA
-0.4715,0.8085213285,NA,NA,NA
-0.4678,0.8141508443,NA,NA,NA
-0.4647951576,0.8187226842,ENV,-0.3143,1.010152191
-0.4625,0.822167822,NA,NA,NA
-0.4618,0.8232185544,NA,NA,NA
-0.4613,0.8239690775,NA,NA,NA
-0.4596,0.8265208562,NA,NA,NA
-0.458,0.8289225302,NA,NA,NA
-0.4553,0.8329753552,NA,NA,NA
-0.4547,0.833875983,WU,-0.6555,0.5252293796
-0.4536,0.8355271339,NA,NA,NA
-0.4531250026,0.836240127,EOG,-0.4961,0.7706557774
-0.4515,0.8386398242,NA,NA,NA
-0.4477,0.8442514149,NA,NA,NA
-0.446,0.8467618634,SO,-0.068,1.0170711069
-0.4446,0.8488292916,NA,NA,NA
-0.4414548475,0.8534738465,EPAM,-0.4536,0.8355271339
-0.4401,0.8554363261,NA,NA,NA
-0.4395,0.8563054185,NA,NA,NA
-0.4352,0.8625339146,NA,NA,NA
-0.4346,0.863403007,NA,NA,NA
-0.4297846924,0.8703779197,EQIX,-0.0865,1.0335932142
-0.4259,0.8758798306,NA,NA,NA
-0.4248,0.8774377666,NA,NA,NA
-0.4243,0.8781459193,NA,NA,NA
-0.4221,0.8812617912,NA,NA,NA
-0.4183,0.8866437519,NA,NA,NA
-0.4181145373,0.8869064236,EQR,-0.3547,0.9680976629
-0.4085,0.9001763634,SQ,-1.5729,0
-0.4064443822,0.9030135174,ES,-0.018,0.95858145
-0.4042,0.9060214056,NA,NA,NA
-0.4012,0.9100419616,NA,NA,NA
-0.4012,0.9100419616,NA,NA,NA
-0.4009,0.9104440172,NA,NA,NA
-0.4003,0.9112481284,NA,NA,NA
-0.3998,0.911918221,NA,NA,NA
-0.3986,0.9135264434,UPS,-0.1735,1.0733519048
-0.3976,0.9148666287,NA,NA,NA
-0.3947742272,0.918653688,ESS,-0.4259,0.8758798306
-0.3944,0.9191387921,NA,NA,NA
-0.3938,0.9199165615,NA,NA,NA
-0.3922,0.9219906133,SYY,-0.2796,1.0386465383
-0.391,0.9235461522,NA,NA,NA
-0.3897,0.9252313193,NA,NA,NA
-0.3846,0.9318423594,NA,NA,NA
-0.3831040721,0.9337815043,ETN,-0.2508,1.0562506555
-0.3824,0.9346605288,TXN,-0.0114,0.9495750083
-0.3786,0.9394047775,NA,NA,NA
-0.3764,0.9421514478,NA,NA,NA
-0.3753,0.9435247829,NA,NA,NA
-0.3737,0.9455223613,NA,NA,NA
-0.3718,0.9478944857,TTWO,-0.0343,0.9796887983
-0.3715,0.9482690316,NA,NA,NA
-0.371433917,0.9483515353,ETR,-0.3677,0.9528202786
-0.371,0.9488708462,NA,NA,NA
-0.3683,0.9521021999,RPD,-0.4012,0.9100419616
-0.3683,0.9521021999,NA,NA,NA
-0.3677,0.9528202786,NA,NA,NA
-0.3672,0.9534186774,NA,NA,NA
-0.3666,0.954136756,NA,NA,NA
-0.3655,0.9554532335,SNX,-1.5614,9.74684244936397E-06
-0.3634,0.9579665086,NA,NA,NA
-0.3628,0.9586845872,TPR,-0.2742,1.0423388698
-0.3628,0.9586845872,NA,NA,NA
-0.3612,0.9605994635,NA,NA,NA
-0.3603,0.9616765814,NA,NA,NA
-0.3601,0.961915941,NA,NA,NA
-0.3597637619,0.9623183499,EVBG,3.101,0.0033864202
-0.3596,0.9625052528,NA,NA,NA
-0.3574,0.9650161308,NA,NA,NA
-0.3568,0.9657009157,NA,NA,NA
-0.3565,0.9660433082,NA,NA,NA
-0.3552,0.9675270088,ULTA,-0.1115,1.051611969
-0.3547,0.9680976629,NA,NA,NA
-0.3547,0.9680976629,NA,NA,NA
-0.3541,0.9687824478,NA,NA,NA
-0.3539,0.9690107095,NA,NA,NA
-0.353,0.9700378868,XRX,-0.093,1.0388452464
-0.353,0.9700378868,NA,NA,NA
-0.3525,0.9706085409,NA,NA,NA
-0.3525,0.9706085409,NA,NA,NA
-0.3525,0.9706085409,NA,NA,NA
-0.3519,0.9712933258,UNM,-0.272,1.0437949705
-0.3501,0.9733476806,NA,NA,NA
-0.3498,0.973690073,NA,NA,NA
-0.3492,0.974374858,TEAM,0.4165,0.2479323654
-0.3492,0.974374858,NA,NA,NA
-0.3492,0.974374858,NA,NA,NA
-0.3480936069,0.9756375935,EVRG,-0.1599,1.0713503734
-0.3476,0.9761718671,NA,NA,NA
-0.3475,0.9762801058,NA,NA,NA
-0.3463,0.9775789702,NA,NA,NA
-0.346,0.9779036863,NA,NA,NA
-0.345,0.9789860732,SYF,-0.0751,1.023662776
-0.3449,0.9790943119,TT,-0.5059,0.7553898734
-0.3449,0.9790943119,WFC,-0.0234,0.965786371
-0.3443,0.9797437441,NA,NA,NA
-0.3438,0.9802849376,NA,NA,NA
-0.3432,0.9809343697,WM,-0.3672,0.9534186774
-0.3427,0.9814755632,XLNX,-0.0371,0.9830540557
-0.3427,0.9814755632,NA,NA,NA
-0.3421,0.9821249954,NA,NA,NA
-0.3421,0.9821249954,NA,NA,NA
-0.3421,0.9821249954,NA,NA,NA
-0.3416,0.9826661889,WLTW,-0.0435,0.9907460724
-0.3416,0.9826661889,NA,NA,NA
-0.3416,0.9826661889,NA,NA,NA
-0.3416,0.9826661889,NA,NA,NA
-0.3364234518,0.9882692171,EVTC,-0.0281,0.9718278464
-0.3362,0.9884971661,TYL,-0.5149,0.7413149863
-0.3348,0.9899253428,NA,NA,NA
-0.3348,0.9899253428,NA,NA,NA
-0.3275,0.9973722641,NA,NA,NA
-0.3258,0.9991064786,NA,NA,NA
-0.3258,0.9991064786,NA,NA,NA
-0.3247532967,1.0001742481,EW,-0.0076,0.9442359291
-0.3198,1.0049022983,NA,NA,NA
-0.3193,1.0053795613,NA,NA,NA
-0.3193,1.0053795613,NA,NA,NA
-0.316,1.0085294969,WEX,-0.1431,1.0667001555
-0.3143,1.010152191,NA,NA,NA
-0.3143,1.010152191,NA,NA,NA
-0.3130831416,1.0113137139,EXC,-0.1605,1.0714931431
-0.3128,1.0115644842,TRV,-0.3498,0.973690073
-0.3128,1.0115644842,NA,NA,NA
-0.309,1.0149300336,NA,NA,NA
-0.3084,1.0154614361,NA,NA,NA
-0.3067,1.0169670766,TWTR,-0.4395,0.8563054185
-0.3057,1.0178527475,SLB,-0.4346,0.863403007
-0.3046,1.0188269855,NA,NA,NA
-0.3019,1.0212182969,NA,NA,NA
-0.3014129865,1.0216496305,EXLS,-2.5018,0.0037089768
-0.2986,1.0239391198,NA,NA,NA
-0.297,1.0252413596,NA,NA,NA
-0.2943,1.0274388892,NA,NA,NA
-0.2937,1.0279272291,NA,NA,NA
-0.2937,1.0279272291,NA,NA,NA
-0.2926,1.0288225189,SSNC,-1.2317,0.0415667875
-0.2926,1.0288225189,NA,NA,NA
-0.2916,1.0296364188,NA,NA,NA
-0.2897428315,1.031147968,EXPD,-0.0049,0.9403501309
-0.2883,1.0322146497,NA,NA,NA
-0.2878,1.0325842985,SRE,-0.2045,1.072047075
-0.2807,1.037833311,NA,NA,NA
-0.2801,1.0382768895,NA,NA,NA
-0.2796,1.0386465383,NA,NA,NA
-0.279,1.0390901168,NA,NA,NA
-0.2785,1.0394597656,NA,NA,NA
-0.2780726764,1.0397756849,EXPE,-0.3421,0.9821249954
-0.2747,1.0420079378,NA,NA,NA
-0.2742,1.0423388698,NA,NA,NA
-0.2742,1.0423388698,NA,NA,NA
-0.272,1.0437949705,NA,NA,NA
-0.2709,1.0445230209,NA,NA,NA
-0.2698,1.0452510712,NA,NA,NA
-0.2696,1.045383444,NA,NA,NA
-0.2693,1.0455820032,NA,NA,NA
-0.2687,1.0459791216,NA,NA,NA
-0.2683,1.0462438672,NA,NA,NA
-0.2665,1.0474352223,NA,NA,NA
-0.2664025213,1.0474997399,EXR,-0.4515,0.8386398242
-0.2633,1.0493044222,NA,NA,NA
-0.2632,1.0493625904,NA,NA,NA
-0.26,1.0512239743,NA,NA,NA
-0.2584,1.0521546663,NA,NA,NA
-0.2562,1.0534343677,NA,NA,NA
-0.2551,1.0540742184,NA,NA,NA
-0.2547323662,1.0542880646,FANG,-0.2121,1.0705695452
-0.254,1.0546535787,NA,NA,NA
-0.2508,1.0562506555,NA,NA,NA
-0.2504,1.0564502901,NA,NA,NA
-0.2502,1.0565501074,NA,NA,NA
-0.2491,1.0570991026,WYNN,-0.3938,0.9199165615
-0.2466,1.0583468189,NA,NA,NA
-0.2464,1.0584466362,NA,NA,NA
-0.2459,1.0586961795,NA,NA,NA
-0.2453,1.0589956314,V,-0.0179,0.9584449888
-0.2431,1.0600936217,NA,NA,NA
-0.2431,1.0600936217,NA,NA,NA
-0.2430622111,1.0601124816,FAST,-0.0218,0.9637296985
-0.2393,1.061670637,NA,NA,NA
-0.2377,1.0623332921,NA,NA,NA
-0.2361,1.0629959473,TMO,-0.0539,1.0024343072
-0.2361,1.0629959473,NA,NA,NA
-0.2344,1.0637000184,NA,NA,NA
-0.2339,1.0639070981,NA,NA,NA
-0.2317,1.064818249,SYK,-0.2105,1.0709492446
-0.2313920561,1.0649457869,FB,-0.3628,0.9586845872
-0.2313,1.0649758801,NA,NA,NA
-0.2274,1.0662507953,NA,NA,NA
-0.2247,1.0671334289,NA,NA,NA
-0.2236,1.0674930203,NA,NA,NA
-0.2214,1.0682122032,NA,NA,NA
-0.2214,1.0682122032,NA,NA,NA
-0.2214,1.0682122032,NA,NA,NA
-0.2208,1.068408344,SNPS,-0.1814,1.0736924907
-0.219721901,1.068760776,FBHS,-0.7681,0.3737265677
-0.2192,1.0688846294,TWOU,-0.5277,0.721230901
-0.2185,1.0690507479,NA,NA,NA
-0.2181,1.0691456727,NA,NA,NA
-0.2181,1.0691456727,NA,NA,NA
-0.2176,1.0692643288,NA,NA,NA
-0.2154,1.0697864154,NA,NA,NA
-0.2121,1.0705695452,NA,NA,NA
-0.2105,1.0709492446,NA,NA,NA
-0.2089,1.0713289439,VSAT,-0.0345,0.9799291739
-0.2080517459,1.0715302448,FFIV,-0.5711,0.6531350123
-0.2072,1.0716541861,NA,NA,NA
-0.207,1.071683289,TEL,-0.3897,0.9252313193
-0.2045,1.072047075,NA,NA,NA
-0.2019,1.0724254123,NA,NA,NA
-0.2018,1.0724399638,WRB,-0.3193,1.0053795613
-0.2013,1.072512721,SNPS,-0.0772,1.02561215
-0.1993,1.0728037497,NA,NA,NA
-0.1993,1.0728037497,NA,NA,NA
-0.1975,1.0730656756,NA,NA,NA
-0.1975,1.0730656756,NA,NA,NA
-0.1963815908,1.0732284202,FFIV,-0.2431,1.0600936217
-0.1955,1.0732742619,NA,NA,NA
-0.1942,1.0733418602,NA,NA,NA
-0.1929,1.0734094586,SLG,-0.9535,0.1860739839
-0.1929,1.0734094586,NA,NA,NA
-0.1847114358,1.0738352538,FICO,-0.6887,0.4778929313
-0.1844,1.0738218272,TER,-0.0077,0.9443798475
-0.184,1.0738045823,NA,NA,NA
-0.1814,1.0736924907,NA,NA,NA
-0.18,1.0736321337,XOM,-0.1605,1.0714931431
-0.1784,1.0735631543,NA,NA,NA
-0.1779,1.0735415982,NA,NA,NA
-0.1773,1.073515731,NA,NA,NA
